Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2010",,,,,,,,,,,
State,City,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1
,Baldwin Park,253,2,8,102,141,"1,752",306,940,506,11
,Banning,155,3,7,32,113,546,278,205,63,0
,Barstow,190,6,8,45,131,777,263,371,143,13
,Bear Valley,1,0,1,0,0,72,9,60,3,0
,Beaumont,87,0,6,16,65,781,173,543,65,6
,Bell,241,1,12,90,138,601,176,285,140,0
,Bellflower,415,1,24,176,214,"1,776",413,906,457,7
,Bell Gardens,210,5,5,112,88,940,150,391,399,4
,Belmont,26,0,0,8,18,367,69,268,30,1
,Belvedere,0,0,0,0,0,25,1,21,3,0
,Benicia,50,1,7,15,27,471,136,268,67,4
,Berkeley,533,5,23,365,140,"5,943","1,088","4,240",615,25
,Beverly Hills,75,3,4,35,33,985,263,677,45,3
,Big Bear Lake,28,0,1,5,22,253,58,190,5,0
,Biggs,3,0,0,1,2,28,11,15,2,0
,Bishop,22,0,2,3,17,84,19,62,3,0
,Blythe,77,0,3,13,61,605,256,332,17,28
,Bradbury,0,0,0,0,0,11,6,5,0,0
,Brawley,53,0,5,10,38,"1,102",354,622,126,11
,Brea,71,1,3,28,39,"1,471",197,"1,200",74,4
,Brentwood,112,0,6,41,65,"1,117",214,796,107,21
,Brisbane,5,0,0,1,4,68,13,47,8,0
,Broadmoor,14,0,1,2,11,79,25,45,9,0
,Buellton,11,1,0,1,9,78,13,62,3,0
,Buena Park,241,0,13,82,146,"2,007",355,"1,270",382,10
,Burbank,221,0,13,98,110,"2,687",478,"1,933",276,8
,Burlingame,59,0,5,20,34,702,108,520,74,1
,Calabasas,13,0,1,3,9,321,83,220,18,2
,Calexico,77,0,5,34,38,"1,429",518,584,327,5
,California City,56,3,4,2,47,475,184,257,34,0
,Calimesa,18,0,2,6,10,166,65,81,20,2
,Calipatria,15,0,0,0,15,19,12,7,0,0
,Calistoga,8,0,2,2,4,126,25,97,4,0
,Camarillo,54,0,3,12,39,972,167,763,42,13
,Campbell,83,0,10,32,41,"1,451",319,"1,017",115,18
,Canyon Lake,10,0,0,3,7,223,45,146,32,1
,Capitola,113,0,3,11,99,708,78,608,22,3
,Carlsbad,195,0,20,41,134,"1,820",399,"1,313",108,9
,Carmel,13,0,3,3,7,106,31,74,1,0
,Carpinteria,39,0,3,3,33,184,26,149,9,0
,Carson,499,6,12,130,351,"2,326",441,"1,421",464,12
,Cathedral City,249,3,17,49,180,"1,505",556,660,289,9
,Ceres,168,3,7,57,101,"1,946",360,"1,134",452,9
,Cerritos,93,0,3,49,41,"1,696",301,"1,167",228,6
,Chico,245,1,47,88,109,"2,347",710,"1,416",221,33
,Chino,264,0,13,76,175,"2,009",479,"1,314",216,14
,Chino Hills,80,1,5,16,58,978,239,657,82,7
,Chowchilla,64,0,5,5,54,344,153,168,23,5
,Chula Vista,663,2,54,254,353,"5,124",760,"3,255","1,109",24
,Citrus Heights,385,4,25,155,201,"3,931",756,"2,675",500,17
,City of Angels,11,0,1,2,8,67,24,38,5,0
,Claremont,49,0,5,26,18,877,231,595,51,5
,Clayton,15,0,0,9,6,142,38,96,8,2
,Clearlake,73,0,9,20,44,584,188,310,86,2
,Cloverdale,19,0,5,2,12,174,39,123,12,5
,Clovis,165,2,31,55,77,"3,569",755,"2,428",386,22
,Coachella,193,2,3,74,114,"1,623",551,667,405,11
,Coalinga,124,0,6,12,106,539,173,343,23,6
,Colma,8,0,0,5,3,259,6,236,17,0
,Colton,170,6,14,79,71,"1,579",406,890,283,4
,Colusa,11,0,2,1,8,124,37,77,10,0
,Commerce,142,2,4,54,82,"1,000",157,511,332,5
,Compton,"1,327",25,25,477,800,"2,784",847,"1,223",714,41
,Concord,551,4,28,167,352,"3,799",922,"2,128",749,6
,Corcoran,42,0,1,4,37,289,119,135,35,1
,Corning,46,0,5,6,35,314,63,228,23,8
,Corona,199,2,15,90,92,"3,536",650,"2,453",433,14
,Coronado,25,0,0,3,22,442,69,336,37,1
,Costa Mesa,240,1,34,93,112,"3,194",458,"2,454",282,10
,Cotati,35,0,0,6,29,86,28,55,3,0
,Covina,171,1,7,77,86,"1,643",377,"1,072",194,6
,Crescent City,28,0,8,2,18,287,87,190,10,0
,Cudahy,161,4,6,65,86,475,68,289,118,2
,Culver City,149,0,4,94,51,"1,638",177,"1,337",124,2
,Cupertino,60,0,6,17,37,981,216,728,37,9
,Cypress,63,0,2,37,24,787,121,584,82,5
,Daly City,250,2,9,105,134,"1,804",332,"1,152",320,17
,Dana Point,66,0,2,13,51,595,129,438,28,4
,Danville,32,0,2,10,20,531,91,406,34,3
,Davis,99,0,18,30,51,"1,738",415,"1,220",103,15
,Delano,247,0,6,55,186,"1,651",773,446,432,59
,Del Mar,19,0,1,2,16,129,24,100,5,0
,Del Rey Oaks,1,0,0,0,1,57,6,50,1,0
,Desert Hot Springs,374,3,8,67,296,"1,380",573,630,177,5
,Diamond Bar,48,0,4,14,30,808,250,480,78,2
,Dinuba,177,1,2,25,149,825,301,402,122,8
,Dixon,69,0,11,18,40,481,71,358,52,7
,Dorris,3,0,0,0,3,17,6,10,1,2
,Dos Palos,48,1,3,5,39,171,58,105,8,6
,Downey,394,6,17,199,172,"3,956",656,"2,372",928,4
,Duarte,72,0,4,24,44,440,115,249,76,2
,Dublin,69,0,5,20,44,720,122,526,72,2
,Dunsmuir,5,0,1,1,3,63,14,47,2,0
,East Palo Alto,271,4,18,103,146,846,364,248,234,0
,El Cajon,387,0,15,169,203,"2,766",552,"1,678",536,12
,El Centro,197,1,7,45,144,"2,408",672,"1,546",190,13
,El Cerrito,134,0,2,75,57,947,208,590,149,4
,Elk Grove,529,2,14,108,405,"3,204",653,"2,208",343,15
,El Monte,600,3,27,265,305,"2,598",607,"1,194",797,13
,El Segundo,34,0,5,17,12,541,141,360,40,2
,Emeryville,128,0,2,58,68,981,113,777,91,0
,Encinitas,146,1,9,37,99,947,216,639,92,5
,Escalon,15,0,3,1,11,179,54,110,15,0
,Escondido,597,3,37,212,345,"4,033",743,"2,460",830,19
,Etna,0,0,0,0,0,2,0,2,0,0
,Eureka,184,1,17,57,109,"1,576",651,771,154,24
,Exeter,22,0,3,5,14,247,79,142,26,3
,Fairfax,14,0,1,2,11,129,32,83,14,3
,Fairfield,502,8,18,185,291,"3,395",757,"2,169",469,17
,Farmersville,68,3,1,7,57,207,54,129,24,1
,Ferndale,1,0,0,0,1,13,3,10,0,0
,Fillmore,38,2,2,5,29,277,51,206,20,4
,Firebaugh,21,0,0,2,19,176,53,88,35,1
,Folsom,105,0,9,32,64,"1,484",262,"1,159",63,22
,Fontana,759,6,37,240,476,"3,681",804,"2,130",747,13
,Fort Bragg,44,1,4,4,35,232,65,156,11,2
,Fort Jones,1,0,0,0,1,16,6,10,0,1
,Fortuna,40,0,4,4,32,438,87,324,27,7
,Foster City,24,0,1,2,21,416,103,273,40,1
,Fountain Valley,103,3,5,28,67,"1,292",266,951,75,9
,Fowler,25,0,1,4,20,130,25,71,34,0
,Fremont,488,3,40,189,256,"4,414","1,167","2,757",490,22
,Fresno,"3,034",45,70,"1,021","1,898","24,460","5,262","14,645","4,553",147
,Fullerton,425,3,26,145,251,"3,847",680,"2,825",342,22
,Galt,50,0,5,7,38,467,131,300,36,6
,Gardena,347,2,9,202,134,"1,446",271,835,340,9
,Garden Grove,539,3,22,184,330,"3,590",810,"2,318",462,13
,Gilroy,205,1,14,78,112,"1,555",237,"1,126",192,21
,Glendale,277,0,17,119,141,"3,717",642,"2,747",328,12
,Glendora,62,0,9,24,29,"1,249",228,946,75,9
,Goleta,57,0,5,11,41,407,121,277,9,1
,Gonzales,35,1,0,6,28,153,44,93,16,0
,Grand Terrace,20,0,1,6,13,278,83,157,38,2
,Grass Valley,111,0,8,15,88,500,111,370,19,3
,Greenfield,104,3,3,41,57,344,85,229,30,7
,Gridley,48,0,3,3,42,236,76,141,19,1
,Grover Beach,32,0,6,5,21,317,82,213,22,5
,Guadalupe,12,0,2,0,10,67,18,45,4,1
,Gustine,8,0,0,1,7,175,69,85,21,1
,Half Moon Bay,11,0,1,5,5,248,45,193,10,0
,Hanford,181,0,6,43,132,"1,159",252,707,200,5
,Hawaiian Gardens,83,3,5,32,43,237,53,131,53,4
,Hawthorne,653,9,33,281,330,"2,200",653,"1,112",435,21
,Hayward,652,13,48,391,200,"3,753","1,097","1,649","1,007",55
,Healdsburg,16,0,1,2,13,283,50,226,7,0
,Hemet,369,8,17,129,215,"2,887",875,"1,682",330,13
,Hercules,46,2,3,12,29,356,74,201,81,4
,Hermosa Beach,40,0,6,19,15,553,107,423,23,1
,Hesperia,287,2,27,67,191,"1,919",626,"1,025",268,13
,Hidden Hills,3,0,0,0,3,18,10,8,0,0
,Highland,242,4,8,96,134,"1,492",504,738,250,15
,Hillsborough,4,1,1,0,2,95,26,69,0,0
,Hollister,159,1,9,30,119,889,421,374,94,4
,Hughson,9,0,0,1,8,92,31,50,11,1
,Huntington Beach,449,2,32,109,306,"4,673",767,"3,621",285,28
,Huntington Park,559,6,4,394,155,"2,095",234,"1,217",644,12
,Huron,70,0,1,13,56,129,32,81,16,4
,Imperial,5,0,0,2,3,84,21,44,19,0
,Imperial Beach,145,0,9,23,113,453,115,207,131,1
,Indian Wells,4,0,1,1,2,177,67,105,5,0
,Indio,453,10,32,113,298,"2,729",878,"1,336",515,10
,Industry,77,0,0,38,39,"1,183",118,852,213,8
,Inglewood,843,20,32,381,410,"2,672",627,"1,342",703,16
,Ione,24,0,2,0,22,114,28,82,4,0
,Irvine,120,0,24,40,56,"2,798",480,"2,197",121,23
,Irwindale,19,1,0,5,13,136,37,77,22,4
,Isleton,5,0,0,1,4,8,0,7,1,2
,Jackson,22,0,1,4,17,136,45,84,7,2
,Kensington,2,0,0,0,2,110,37,61,12,0
,Kerman,49,1,0,11,37,681,172,371,138,1
,King City,56,4,7,9,36,205,102,80,23,3
,Kingsburg,26,1,1,2,22,458,128,253,77,3
,La Canada Flintridge,21,0,2,7,12,346,95,238,13,4
,Lafayette,20,0,4,7,9,447,116,293,38,1
,Laguna Beach,78,0,5,8,65,474,82,379,13,1
,Laguna Hills,43,0,4,14,25,510,78,404,28,4
,Laguna Niguel,40,2,0,10,28,641,107,504,30,1
,Laguna Woods,15,2,0,7,6,104,14,82,8,0
,La Habra,169,0,18,60,91,"1,236",258,846,132,1
,La Habra Heights,7,0,1,0,6,81,32,42,7,0
,Lake Elsinore,108,0,15,38,55,"1,571",398,959,214,2
,Lake Forest,92,0,8,32,52,959,161,736,62,5
,Lakeport,20,0,2,5,13,282,63,210,9,0
,Lake Shastina,3,0,0,0,3,1,1,0,0,0
,Lakewood,296,0,15,128,153,"1,876",307,"1,249",320,2
,La Mesa,184,0,12,68,104,"2,025",427,"1,328",270,12
,La Mirada,74,0,3,31,40,726,113,502,111,4
,Lancaster,900,7,60,255,578,"3,411","1,033","1,939",439,44
,La Palma,9,0,0,5,4,218,65,141,12,2
,La Puente,162,2,4,49,107,581,134,306,141,2
,La Quinta,137,1,9,25,102,"1,288",447,777,64,12
,La Verne,56,0,4,18,34,643,130,477,36,3
,Lawndale,228,4,10,67,147,513,152,223,138,2
,Lemon Grove,156,1,5,53,97,531,180,231,120,5
,Lemoore,110,0,11,18,81,689,114,508,67,0
,Lincoln,28,1,8,4,15,447,117,273,57,7
,Lindsay,69,0,2,3,64,333,82,191,60,4
,Livermore,323,0,16,53,254,"1,770",369,"1,250",151,19
,Livingston,103,0,4,13,86,346,163,151,32,6
,Lodi,243,1,12,112,118,"2,002",531,"1,272",199,8
,Loma Linda,28,0,3,7,18,554,173,298,83,1
,Lomita,86,0,4,21,61,330,99,195,36,3
,Lompoc,311,1,22,26,262,932,154,727,51,16
,Long Beach,"2,720",32,134,"1,202","1,352","11,642","2,929","6,524","2,189",79
,Los Alamitos,14,0,1,7,6,279,74,179,26,1
,Los Altos,8,0,4,3,1,233,67,163,3,6
,Los Altos Hills,1,0,0,0,1,45,19,26,0,0
,Los Angeles,"21,484",293,923,"10,924","9,344","89,704","17,410","55,248","17,046","1,341"
,Los Banos,139,2,4,36,97,"1,050",323,637,90,3
,Los Gatos,34,0,8,10,16,576,114,434,28,12
,Lynwood,615,4,14,271,326,"1,328",392,442,494,20
,Madera,357,8,22,100,227,"1,319",460,552,307,0
,Malibu,26,1,1,6,18,350,73,260,17,0
,Mammoth Lakes,46,0,8,2,36,230,68,156,6,2
,Manhattan Beach,48,1,6,21,20,839,162,627,50,1
,Manteca,241,1,10,71,159,"1,883",344,"1,304",235,9
,Marina,53,2,2,17,32,531,115,390,26,4
,Martinez,73,1,6,25,41,847,196,521,130,0
,Marysville,83,1,9,17,56,405,125,213,67,2
,McFarland,64,1,2,8,53,263,95,105,63,20
,Mendota,71,0,3,22,46,411,62,289,60,8
,Menifee,64,0,3,22,39,"1,339",378,745,216,4
,Menlo Park,41,0,3,20,18,645,139,467,39,5
,Merced,549,7,33,141,368,"2,808",633,"1,934",241,23
,Millbrae,33,1,0,5,27,388,95,265,28,3
,Mill Valley,6,0,0,1,5,225,64,151,10,0
,Milpitas,91,0,9,53,29,"1,981",264,"1,461",256,15
,Mission Viejo,70,0,5,19,46,"1,135",168,917,50,9
,Modesto,"1,398",10,62,427,899,"9,383","2,171","5,786","1,426",56
,Monrovia,72,0,3,26,43,"1,080",158,797,125,0
,Montague,3,0,0,0,3,20,4,15,1,1
,Montclair,173,1,6,84,82,"1,752",197,"1,208",347,16
,Montebello,214,3,10,92,109,"1,941",737,724,480,15
,Monterey,154,1,7,33,113,"1,183",211,913,59,5
,Monterey Park,96,3,0,57,36,860,219,415,226,0
,Monte Sereno,1,0,0,1,0,37,13,24,0,0
,Moorpark,48,0,8,16,24,383,61,301,21,10
,Moraga,11,0,0,3,8,222,39,173,10,1
,Moreno Valley,724,15,33,373,303,"5,222","1,843","2,595",784,10
,Morgan Hill,54,0,9,9,36,642,146,430,66,16
,Morro Bay,29,0,1,1,27,171,37,120,14,0
,Mountain View,168,1,4,46,117,"1,458",177,"1,179",102,7
,Mount Shasta,7,0,1,0,6,85,39,44,2,0
,Murrieta,99,1,10,33,55,"1,407",429,852,126,6
,Napa,245,1,21,44,179,"1,557",328,"1,102",127,11
,National City,428,4,11,148,265,"1,849",310,"1,033",506,3
,Needles,19,0,0,3,16,253,89,125,39,5
,Nevada City,36,0,1,1,34,98,27,63,8,0
,Newark,187,4,7,66,110,"1,428",327,974,127,9
,Newman,25,0,1,6,18,270,91,133,46,0
,Newport Beach,117,0,4,42,71,"2,176",425,"1,617",134,12
,Norco,41,2,3,10,26,669,174,420,75,4
,Norwalk,449,4,14,159,272,"2,072",438,"1,040",594,13
,Novato,99,0,3,29,67,"1,035",204,722,109,11
,Oakdale,41,0,3,9,29,796,218,504,74,2
,Oakland,"6,267",90,318,"2,917","2,942","17,325","4,961","7,720","4,644",163
,Oakley,49,2,6,13,28,483,162,265,56,4
,Oceanside,650,4,47,177,422,"3,909",765,"2,799",345,25
,Ojai,19,0,0,1,18,163,31,128,4,1
,Ontario,630,3,48,237,342,"4,918",850,"3,170",898,32
,Orange,150,3,3,56,88,"2,569",404,"1,944",221,13
,Orinda,5,0,1,3,1,169,39,121,9,0
,Orland,36,0,1,9,26,223,68,111,44,2
,Oroville,218,1,10,26,181,"1,011",291,632,88,16
,Oxnard,691,8,19,329,335,"4,018",785,"2,760",473,21
,Pacifica,69,0,7,17,45,760,114,580,66,6
,Pacific Grove,17,1,2,2,12,401,123,270,8,2
,Palmdale,832,8,41,261,522,"3,334",959,"1,890",485,35
,Palm Desert,48,0,6,30,12,"1,911",638,"1,150",123,3
,Palm Springs,282,1,22,69,190,"1,973",607,"1,188",178,18
,Palo Alto,58,0,4,39,15,"1,346",217,"1,080",49,22
,Palos Verdes Estates,5,0,0,1,4,116,44,69,3,2
,Paradise,104,1,11,11,81,546,174,340,32,2
,Paramount,343,4,12,185,142,"1,554",297,770,487,7
,Parlier,155,0,9,20,126,465,128,231,106,4
,Pasadena,554,3,21,189,341,"4,074",832,"2,864",378,13
,Paso Robles,95,0,13,15,67,"1,006",268,688,50,10
,Patterson,72,1,5,22,44,796,239,408,149,6
,Perris,160,2,10,89,59,"1,735",502,875,358,3
,Petaluma,197,1,13,19,164,778,117,604,57,13
,Pico Rivera,247,2,15,97,133,"1,553",235,989,329,9
,Piedmont,4,0,0,4,0,214,49,139,26,0
,Pinole,79,0,1,33,45,670,137,392,141,1
,Pismo Beach,24,0,3,5,16,347,75,267,5,0
,Pittsburg,154,6,4,83,61,"2,055",501,"1,046",508,2
,Placentia,85,0,5,23,57,844,158,614,72,5
,Placerville,65,0,5,6,54,247,77,156,14,0
,Pleasant Hill,94,1,2,43,48,"1,407",206,"1,085",116,13
,Pleasanton,78,0,4,24,50,"1,294",210,"1,002",82,6
,Pomona,877,16,37,323,501,"4,504",867,"2,406","1,231",16
,Porterville,222,4,11,59,148,"1,852",449,"1,154",249,0
,Port Hueneme,65,1,6,11,47,375,103,229,43,4
,Poway,90,2,5,18,65,525,157,328,40,4
,Rancho Cordova,387,4,13,159,211,"2,293",657,"1,349",287,7
,Rancho Cucamonga,340,2,14,111,213,"3,703",879,"2,505",319,13
,Rancho Mirage,17,0,3,7,7,555,197,332,26,1
,Rancho Palos Verdes,42,0,8,5,29,422,160,244,18,0
,Rancho Santa Margarit,26,3,4,5,14,364,83,272,9,3
,Red Bluff,142,0,14,14,114,900,292,578,30,5
,Redding,793,2,61,105,625,"3,037",849,"1,946",242,11
,Redlands,243,2,25,104,112,"2,536",587,"1,706",243,18
,Redondo Beach,210,1,1,68,140,"1,557",216,"1,238",103,2
,Redwood City,174,3,16,69,86,"1,641",461,988,192,3
,Reedley,138,2,9,15,112,522,162,250,110,3
,Rialto,497,7,32,193,265,"2,565",721,"1,338",506,10
,Richmond,"1,176",21,44,405,706,"4,623","1,521","1,506","1,596",51
,Ridgecrest,130,3,12,12,103,611,210,348,53,21
,Rio Dell,12,0,1,1,10,78,20,48,10,1
,Rio Vista,27,0,1,3,23,138,55,74,9,0
,Ripon,22,0,3,4,15,251,33,198,20,3
,Riverbank,36,1,1,9,25,644,218,348,78,4
,Riverside,"1,448",9,78,502,859,"9,963","2,068","6,434","1,461",49
,Rocklin,59,0,7,24,28,"1,032",215,750,67,19
,Rohnert Park,164,1,9,22,132,836,143,639,54,10
,Rolling Hills,4,0,0,0,4,8,5,3,0,0
,Rolling Hills Estates,15,0,0,3,12,137,30,101,6,0
,Rosemead,167,5,10,79,73,"1,118",221,695,202,2
,Roseville,334,1,17,87,229,"3,802",542,"3,029",231,6
,Ross,1,0,0,0,1,35,10,25,0,0
,Sacramento,"4,112",33,165,"1,491","2,423","20,200","5,027","11,179","3,994",202
,Salinas,"1,162",19,23,365,755,"4,648","1,358","2,437",853,23
,San Anselmo,8,0,0,1,7,260,73,176,11,1
,San Bernardino,"1,624",31,66,632,895,"8,967","2,318","4,928","1,721",61
,San Bruno,81,1,5,30,45,909,127,641,141,2
,San Clemente,61,3,1,24,33,782,199,526,57,4
,Sand City,3,0,0,2,1,125,7,116,2,0
,San Diego,"5,616",29,300,"1,636","3,651","30,753","6,387","17,977","6,389",155
,San Dimas,80,0,4,28,48,663,165,435,63,4
,San Fernando,63,0,0,24,39,379,79,213,87,3
,San Francisco,"5,747",48,133,"3,180","2,386","32,365","4,557","23,905","3,903",156
,San Gabriel,85,0,2,37,46,566,164,342,60,1
,Sanger,158,2,14,24,118,"1,105",271,665,169,4
,San Jacinto,108,2,6,50,50,"1,371",489,670,212,0
,San Jose,"3,215",20,253,976,"1,966","22,081","3,940","12,730","5,411",181
,San Juan Capistrano,41,0,3,15,23,503,116,348,39,5
,San Leandro,347,4,10,209,124,"3,137",634,"1,911",592,15
,San Luis Obispo,126,0,27,35,64,"1,686",372,"1,260",54,22
,San Marcos,237,1,16,70,150,"1,642",350,"1,054",238,5
,San Marino,13,0,0,1,12,224,69,153,2,0
,San Mateo,292,1,24,82,185,"1,905",242,"1,464",199,19
,San Pablo,241,2,7,109,123,"1,369",296,560,513,6
,San Rafael,236,3,34,82,117,"1,603",312,"1,030",261,12
,San Ramon,35,0,6,17,12,975,215,693,67,7
,Santa Ana,"1,510",28,88,719,675,"6,580","1,116","4,189","1,275",139
,Santa Barbara,341,3,28,92,218,"2,528",487,"1,939",102,12
,Santa Clara,182,2,7,62,111,"3,016",481,"2,210",325,16
,Santa Clarita,375,1,21,123,230,"2,670",574,"1,853",243,18
,Santa Cruz,553,6,31,120,396,"2,936",495,"2,262",179,20
,Santa Fe Springs,73,2,1,38,32,"1,206",186,842,178,2
,Santa Maria,771,3,32,152,584,"2,319",506,"1,496",317,8
,Santa Monica,392,1,12,167,212,"3,120",413,"2,541",166,26
,Santa Paula,101,1,3,26,71,517,100,376,41,2
,Santa Rosa,767,2,56,166,543,"4,096",757,"3,041",298,9
,Santee,153,0,9,22,122,959,172,628,159,7
,Saratoga,22,0,1,9,12,265,92,164,9,6
,Sausalito,9,0,1,0,8,195,43,141,11,0
,Scotts Valley,13,0,3,2,8,247,46,195,6,4
,Seal Beach,47,1,4,5,37,524,122,374,28,5
,Seaside,129,1,10,21,97,592,139,402,51,8
,Sebastopol,17,0,0,5,12,221,77,134,10,0
,Selma,141,0,3,41,97,"1,355",293,735,327,13
,Shafter,43,0,7,11,25,549,178,285,86,16
,Sierra Madre,14,0,0,4,10,186,58,126,2,0
,Signal Hill,40,0,3,17,20,428,86,275,67,0
,Simi Valley,129,1,14,37,77,"2,209",388,"1,687",134,6
,Solana Beach,43,1,4,13,25,248,65,162,21,0
,Soledad,75,1,4,24,46,331,163,133,35,1
,Solvang,8,0,1,1,6,55,16,37,2,0
,Sonoma,33,2,3,1,27,225,61,159,5,5
,Sonora,24,0,2,6,16,381,78,290,13,5
,South El Monte,134,3,4,45,82,477,93,247,137,5
,South Gate,598,7,13,326,252,"2,603",484,"1,295",824,14
,South Lake Tahoe,164,0,14,26,124,377,171,190,16,5
,South Pasadena,25,0,8,13,4,423,107,262,54,1
,South San Francisco,152,5,13,54,80,"1,479",458,808,213,30
,Stallion Springs,7,0,0,0,7,17,4,8,5,0
,Stanton,156,2,1,63,90,643,151,405,87,4
,St. Helena,12,0,0,2,10,127,18,102,7,0
,Stockton,"4,033",49,107,"1,413","2,464","16,177","4,482","9,654","2,041",62
,Suisun City,81,2,14,33,32,665,158,426,81,0
,Sunnyvale,169,0,26,59,84,"2,227",407,"1,574",246,51
,Susanville,82,1,6,11,64,359,134,208,17,0
,Sutter Creek,4,0,0,0,4,76,14,54,8,1
,Taft,37,0,1,7,29,343,87,219,37,2
,Tehachapi,23,0,1,3,19,304,100,188,16,0
,Temecula,74,2,3,42,27,"2,351",535,"1,642",174,5
,Temple City,61,0,8,17,36,430,140,254,36,0
,Thousand Oaks,139,1,16,50,72,"2,036",358,"1,606",72,9
,Tiburon,4,0,1,1,2,89,10,74,5,1
,Torrance,290,4,19,152,115,"2,859",516,"2,008",335,21
,Tracy,135,4,9,57,65,"2,105",334,"1,526",245,15
,Truckee,25,0,0,2,23,209,50,151,8,1
,Tulare,390,5,21,75,289,"2,613",527,"1,645",441,8
,Tulelake,4,0,0,0,4,15,8,7,0,0
,Turlock,466,1,21,124,320,"2,881",686,"1,730",465,37
,Tustin,128,1,9,56,62,"1,567",237,"1,186",144,14
,Twentynine Palms,119,1,15,18,85,517,135,337,45,12
,Twin Cities,26,0,1,9,16,680,196,419,65,1
,Ukiah,92,0,12,10,70,466,156,291,19,6
,Union City,324,4,8,138,174,"1,810",465,"1,084",261,11
,Upland,208,2,9,86,111,"2,358",495,"1,509",354,2
,Vacaville,272,3,27,71,171,"1,866",322,"1,370",174,30
,Vallejo5,822,17,59,458,288,"5,101","2,249","1,675","1,177",35
,Ventura,263,3,16,108,136,"3,458",652,"2,654",152,7
,Vernon,26,0,1,18,7,316,43,191,82,7
,Victorville,681,6,38,256,381,"3,674","1,274","1,964",436,26
,Villa Park,6,0,0,1,5,69,20,48,1,0
,Visalia,578,6,26,176,370,"5,334","1,237","3,497",600,8
,Vista,405,5,21,112,267,"2,110",463,"1,260",387,22
,Walnut,29,0,3,4,22,447,159,248,40,2
,Walnut Creek,115,1,5,38,71,"2,372",436,"1,783",153,5
,Waterford,40,2,1,6,31,265,52,173,40,0
,Watsonville,327,1,13,98,215,"1,539",271,"1,091",177,14
,Weed,21,0,4,3,14,99,32,57,10,0
,West Covina,318,0,19,120,179,"2,979",531,"1,854",594,2
,West Hollywood,389,6,12,154,217,"1,545",288,"1,124",133,8
,Westlake Village,6,1,0,2,3,143,48,92,3,0
,Westminster,259,2,17,102,138,"2,539",419,"1,848",272,10
,Westmorland,6,0,0,1,5,17,7,8,2,0
,West Sacramento,172,1,27,65,79,"1,345",304,863,178,19
,Wheatland,5,0,1,0,4,48,9,34,5,0
,Whittier,343,2,20,96,225,"2,433",413,"1,734",286,9
,Wildomar,59,0,11,15,33,703,188,365,150,2
,Williams,15,0,0,2,13,93,22,58,13,2
,Willits,41,0,3,12,26,112,30,62,20,4
,Willows,21,0,4,6,11,176,36,134,6,0
,Windsor,38,0,2,5,31,320,66,240,14,1
,Winters,6,0,3,0,3,169,58,99,12,0
,Woodlake,18,1,2,3,12,195,35,144,16,1
,Woodland,161,1,17,39,104,"1,513",352,993,168,19
,Yorba Linda,58,0,3,9,46,804,150,621,33,2
,Yountville,5,0,1,1,3,57,9,47,1,1
,Yreka,54,0,2,2,50,263,69,176,18,2
,Yuba City,216,2,22,51,141,"1,783",409,"1,222",152,11
,Yucaipa,139,0,10,31,98,805,233,464,108,9
,Yucca Valley,104,2,11,13,78,528,157,306,65,6
COLORADO,Alamosa,64,0,9,18,37,514,76,428,10,2
,Arvada,135,1,30,28,76,"2,716",386,"2,123",207,14
,Aspen,14,0,3,0,11,359,32,321,6,1
,Ault,8,0,1,0,7,40,14,22,4,0
,Aurora,"1,443",23,183,505,732,"10,051","2,290","6,873",888,68
,Avon,4,0,2,0,2,143,23,117,3,0
,Basalt,5,0,0,1,4,61,8,50,3,0
,Bayfield,0,0,0,0,0,11,1,8,2,0
,Black Hawk,1,0,0,0,1,171,1,168,2,0
,Boulder,210,4,33,29,144,"2,722",478,"2,155",89,56
,Brighton,64,0,10,6,48,"1,184",161,938,85,16
,Broomfield,41,3,10,12,16,"1,161",118,995,48,14
,Brush,3,0,0,3,0,107,15,90,2,0
,Buena Vista,1,0,1,0,0,24,1,23,0,0
,Burlington,9,0,3,0,6,80,13,66,1,1
,Canon City,66,0,17,1,48,446,70,363,13,2
,Castle Rock,26,0,9,3,14,480,71,389,20,1
,Cedaredge,2,0,2,0,0,31,6,22,3,0
,Centennial,159,0,18,26,115,"1,455",274,"1,121",60,9
,Center,5,0,0,1,4,54,11,43,0,0
,Central City,4,0,0,1,3,34,1,33,0,0
,Cherry Hills Village,1,0,0,0,1,75,18,53,4,0
,Colorado Springs,"1,957",20,319,526,"1,092","16,794","3,452","12,054","1,288",100
,Commerce City,118,0,20,12,86,"1,337",229,953,155,7
,Cortez,19,0,0,2,17,345,18,316,11,1
,Craig,14,0,7,0,7,277,49,222,6,2
,Crested Butte,0,0,0,0,0,5,0,5,0,0
,Cripple Creek,6,0,0,2,4,79,7,70,2,0
,Dacono,6,0,1,0,5,55,13,37,5,0
,Del Norte,0,0,0,0,0,24,6,17,1,0
,Delta,32,0,7,3,22,381,61,306,14,5
,Denver,"3,291",22,367,926,"1,976","20,671","4,501","12,944","3,226",128
,Durango,74,0,18,8,48,800,107,657,36,1
,Eagle,4,0,1,0,3,82,21,55,6,3
